,review,rating,sentiment
8,Place was dirty. The toilet seat was broken so it wasn't attatched to the toilet itself. The bed was aceptable eventho the sheets were not the cleanest. But the entire place was old and had the smell of a place with roaches. Didn't see …,1,0
9,"Don't recommend, the room was old and dirty, the breakfast was awful and cold.",1,0
10,"Great hotel. 5 star service with 3 star price. They treated my daughter very well and help us a lot to have best vacation. Thank you all the team. You are the best.
Take care!",5,1
11,The cutest hotel in the old quarter of Hanoi. Great location and amazing staff. I recommend getting a room with a bath and balcony if it’s available. Great view of the town from up there. The breakfast is very good and you can order off a menu as well as buffet. A great place to call home while you’re in Hanoi the city of Poets!,5,1
12,"A truly satisfying stay with Hanoi Golden Holiday Hotel. From the staff, to the rooms and to breakfast, everything was amazing! The rooms are really of high standards. Comfortable beds, sparkling clean (really sparkling) toilets and a TV …",5,1
13,"The hotel is situated near many local sights and is literally five minutes walk from the main hubbub.
The street it's on has some good bars and cafes. Likewise the whole area is …",5,1
14,Amazing staff with amazing service. Thank you Ms Kim and all team. You are the best. Take care!!!,5,1
15,"Superb. The room was amazing. Little details like rose petals and cloths shaped into dogs make a big difference. Bathroom was very nice; included a tub and a wide variety of toiletries. The staff were extremely helpful, friendly and engaging. Love this hotel.",5,1
16,"This hotel is amazing!! Service was Excellent, very kind and generous. The Breakfast is rich and very tasty. The rooms are clean and smell wonderful.As soon as we arrived we received a glass of juice and fruits. Later we received a detailed …",5,1
17,"Wonderful location with very decorated and appointed rooms.
The breakfasts are wonderful, and fresh hot tea and coffee are available all day for free. …",5,1
18,"I was so pleased with my stay at this very well-located hotel. The room was large, clean and of a high standard, with a very comfortable bed. I loved coming back to relax and rest after a busy day of walking, exploring and eating my way …",5,1
19,very clean. breakfast is unbelievable from passion fruits to omlets and pancakes made how you like them. amazing options. staff very friendly and helpful. rooms very clean and high standard. recommended!,5,1
20,"Don't recommend this hotel at all. Very small room comparing on the photos. I booked two connection rooms for 4 people but when we checked in, we got only 1 room for 4 people. They are cheating. And the breakfast, we have 11 people but only …",1,0
21,"Bad description / bad service / bad facilities
The places is not describe as what it is! …",1,0
22,"The hotel has friendly staffs and they're always so. But the facility is not very clean. Further, and the biggest problem of the hotel is, the rooms are not sound proof. There was noise from the passage as well as from the streets. Couldn't even sleep properly the whole night.",1,0
23,Don't be fooled by the photos!! Rooms are awful and have no windows. Avoid like the pest,1,0
24, There is no dissolution ceremony,1,0
25," We booked a superior and they put us in a zulito. The room was not clean, there were hairs everywhere, the shower head was broken and the parquet leaked water continuously.",1,0
26, Worst shower room No condensation Air conditioning Not cool,1,0
31,Very very very old,3,0
33,It was good hotel . good staff and very kind,4,1
34,Good hotel,4,1
35, Good service.,4,1
36," Everything was good, but the pressure was a little strong",4,1
37," Nice little hotel, comfortable bedding and really nice and helpful staff.",4,1
38, Mandatory for every visit to Cologne,4,1
41,"Absolutely the best service with unbeatable price.
Very good if your here for a short stay.
Hotel is conveniently located in the old quarter. Clean and with excellent/ …",4,1
42,My stay here was comfortable and pleasant. The location of this hotel is quite central and its filled with a lot of eating options. There's a few convenience store around as well for water and others. The rooms itself was clean and …,5,1
43,"Noisy rooms, cheap / uncomfortable beds, and pillows that were so full of cotton that your head would need to be at a 90 degree angle to sleep... I arrived at the hotel and immediately informed the front desk staff that I was unhappy with …",2,0
44,Good budget hotel. In the market area of Ha Noi. Staff is cooperative. The door locks were damaged for our room. Ambience is not very good. The balconies are very small and cannot be used. Food is limited and has to be called from the kitchen regularly. It's an ok hotel for high price tag.,3,0
46,"Pretty good location, the rooms and shower were alright. Air-conditioning was working fine and wifi signal was alright. Walking distance to lots of attractions and the staff were pretty helpful.",4,1
47,We loved it to stay over there. The staff always make sure of our comfort. Special thanks to Ms.Ly who always been there for all kind of help and support. Thank you,5,1
48,"Beautiful boutique hotel in the old quarter of Hanoi. Owner also offers trips to North Country of Vietnam. Pagottas, watts, rice terraces, old villages. Its the best part of being in Hanoi.",5,1
49,We stayed here as a family twice during our visit to Vietnam. The complimentary breakfast was one of the better that we have had while on our travels. The rooms are well appointed with good bunk beds and TVs with good channel options for …,5,1
50,". phòng xuống cấp, mùi ẩm mốc rất khó chịu. tôi mua xịt phòng để xịt mà vẫn ko thể hết được mùi ẩm mốc",1,0
51,Nhân viên lễ tân không hề nở nụ cười với khách! Mặt thì xinh nhưng luôn đóng mặt lạnh! Ko có,1,0
52,"không nóng lạnh, có gián trong phòng",1,0
53,"This place needs maintenance, care and better management. The location is OK. Close to restaurants and shops.. Room smelled moldy. Toilet bowl is completely loose. Inside door handle broke while closing the door.",2,0
54,The room was very moldy| noisy and the window is useless. Hotel is located in a very socially complicated area Nothing,2,0
55,"trên sofa phòng 202 có cả cứt mũi, đèn ngủ hư, phòng nhỏ, khăn tắm vàng dơ, ga giường có mùi nặng, chỉ có 1 đôi dép. Phụ. wifi mạnh. thái độ nhân viên và phòng có mùi thuốc lá nặng",2,0
56,"Phòng hơi nhỏ, thiết bị vệ sinh cũ quá... một số linh kiện đã huế hỏng Có nhiều điểm ăn uống giá cả bình dân",2,0
57,Phòng không sạch sẽ. Nhân viên không nhiệt tình. Khó chịu với khách hàng Địa điểm tốt,2,0
58,Không giống với hình trên booking chia sẻ,2,0
59,The pillow is smelly| the small fridge doesnot work... and there is too much ants!! Will not come back.The sub area is Japanese-street so there are many Japanese restaurants. It is the only good point.,3,0
60, Rat la chan do dung nen di,1,0
61,"Miss Nu was very welcoming and friendly, Nu accomodated our flight requirements, my partner and I felt incredibly safe, and we were very well looked after here, our room was in a really great condition, we had a nice little balcony to sit on. We will miss you and your gorgeous family Nu!!!",5,1
62,Our stay was really great! The room is cozy and seems like being at home! The family is really nice and definitely would stay here again!!!,5,1
63,"Nice and clean rooms close to the markets and everything you need. Altough I didnt fall in love Hanoi itself, the stay at this homestay was delightful and is good place to start your journey through Vietnam. You'll be able to purchase local SIM (30d, 2GB per day for 8€) and Bus Tickets here",5,1
